id,Year,REG,State Name,HLSA Num,Line Num,Service Category,SSBG Expenditures,Total TANF,Total SSBG Expenditures,"Other Fed, State, and Local Funds",Children,Adults 59 and Younger,Adults 60 and Older,Adults Unknown,Total Adults,Total Recipients
72,2019,2,Puerto Rico,8,29,Other Services,930140,0,930140,0,0,0,500,0,500,500
72,2019,2,Puerto Rico,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
72,2019,2,Puerto Rico,0,32,All Categories,8247931,7132635,15380566,0,4000,0,1500,0,1500,5500
44,2019,1,Rhode Island,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,2,2,Case Management,2486548,0,2486548,7900000,8900,9800,1890,0,11690,20590
44,2019,1,Rhode Island,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,3,6,Day Care - Children,785769,6357244,7143013,51000000,14500,0,0,0,0,14500
44,2019,1,Rhode Island,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,8,13,Home-Based Services,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,2,17,Information and Referral,65199,0,65199,950000,0,181000,40000,0,221000,221000
44,2019,1,Rhode Island,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,7,21,Protective Services - Adults,148332,0,148332,3300000,0,350,65,70,485,485
44,2019,1,Rhode Island,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,8,28,Transportation,127576,0,127576,3170848,0,0,605,0,605,605
44,2019,1,Rhode Island,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
44,2019,1,Rhode Island,0,31,Administrative Costs,84003,0,84003,0,0,0,0,0,0,0
44,2019,1,Rhode Island,0,32,All Categories,3697427,6357244,10054671,66320848,23400,191150,42560,70,233780,257180
45,2019,4,South Carolina,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,1,11,Foster Care Services - Children,1709825,0,1709825,0,8733,0,0,0,0,8733
45,2019,4,South Carolina,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,8,13,Home-Based Services,790611,0,790611,0,0,30,79,0,109,109
45,2019,4,South Carolina,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,8,20,Prevention and Intervention,2414653,0,2414653,0,78881,0,0,0,0,78881
45,2019,4,South Carolina,7,21,Protective Services - Adults,11578688,0,11578688,0,0,2900,8244,0,11144,11144
45,2019,4,South Carolina,1,22,Protective Services - Children,6213174,0,6213174,0,16305,0,0,0,0,16305
45,2019,4,South Carolina,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
45,2019,4,South Carolina,0,31,Administrative Costs,1356048,0,1356048,0,0,0,0,0,0,0
45,2019,4,South Carolina,0,32,All Categories,24062999,0,24062999,0,103919,2930,8323,0,11253,115172
46,2019,8,South Dakota,1,1,Adoption Services,700151,114668,814819,8748005,2506,0,0,0,0,2506
46,2019,8,South Dakota,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,3,6,Day Care - Children,5000,0,5000,15400000,11000,0,0,0,0,11000
46,2019,8,South Dakota,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,1,11,Foster Care Services - Children,14428,2105902,2120330,13263373,8177,0,0,0,0,8177
46,2019,8,South Dakota,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,8,13,Home-Based Services,2990647,0,2990647,5055995,0,500,2689,0,3189,3189
46,2019,8,South Dakota,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,7,21,Protective Services - Adults,9353,0,9353,82406,0,15,83,0,98,98
46,2019,8,South Dakota,1,22,Protective Services - Children,468659,19037,487696,592387,654,0,0,0,0,654
46,2019,8,South Dakota,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,4,24,Residential Treatment,45357,0,45357,0,24,0,0,0,0,24
46,2019,8,South Dakota,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
46,2019,8,South Dakota,0,31,Administrative Costs,20360,0,20360,0,0,0,0,0,0,0
46,2019,8,South Dakota,0,32,All Categories,4253955,2239607,6493562,43142166,22361,515,2772,0,3287,25648
47,2019,4,Tennessee,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,2,2,Case Management,2069000,0,2069000,275732000,33731,0,0,0,0,33731
47,2019,4,Tennessee,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,7,5,Day Care - Adults,632149,0,632149,0,0,35,96,0,131,131
47,2019,4,Tennessee,3,6,Day Care - Children,1112000,0,1112000,2782000,2384,0,0,0,0,2384
47,2019,4,Tennessee,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,1,11,Foster Care Services - Children,8240000,0,8240000,343560000,8668,0,0,0,0,8668
47,2019,4,Tennessee,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,8,13,Home-Based Services,3834669,0,3834669,0,0,292,1333,0,1625,1625
47,2019,4,Tennessee,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,8,20,Prevention and Intervention,6576000,0,6576000,4920000,30766,0,0,0,0,30766
47,2019,4,Tennessee,7,21,Protective Services - Adults,6079372,0,6079372,0,0,2575,7761,0,10336,10336
47,2019,4,Tennessee,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
47,2019,4,Tennessee,0,31,Administrative Costs,2854425,0,2854425,0,0,0,0,0,0,0
47,2019,4,Tennessee,0,32,All Categories,31397615,0,31397615,626994000,75549,2902,9190,0,12092,87641
48,2019,6,Texas,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
48,2019,6,Texas,2,2,Case Management,7156131,3224775,10380906,28517604,4861,7298,0,82143,89441,94302
48,2019,6,Texas,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
48,2019,6,Texas,2,4,Counseling Services,233781,1171951,1405732,0,1272,2650,0,191,2841,4113
48,2019,6,Texas,7,5,Day Care - Adults,12632492,0,12632492,2791891,0,322,2044,0,2366,2366
48,2019,6,Texas,3,6,Day Care - Children,2000000,0,2000000,783471747,128830,0,0,0,0,128830
48,2019,6,Texas,5,7,Education and Training Services,1978273,4662929,6641202,0,3722,8503,0,2225,10728,14450
48,2019,6,Texas,5,8,Employment Services,25473,55973,81446,0,0,273,0,0,273,273
48,2019,6,Texas,4,9,Family Planning Services,1539747,340981,1880728,147884800,2444,95037,2167,109,97313,99757
48,2019,6,Texas,7,10,Foster Care Services - Adults,1509375,0,1509375,333585,0,164,152,0,316,316
48,2019,6,Texas,1,11,Foster Care Services - Children,2685862,0,2685862,601854693,73695,0,0,0,0,73695
48,2019,6,Texas,4,12,Health-Related Services,908569,6073152,6981721,9046165,3221,12462,0,1376,13838,17059
48,2019,6,Texas,8,13,Home-Based Services,35903478,0,35903478,7934981,0,3321,1415,0,4736,4736
48,2019,6,Texas,7,14,Home-Delivered Meals,14732419,0,14732419,3255992,0,3197,11820,0,15017,15017
48,2019,6,Texas,8,15,Housing Services,39909,57425,97334,0,0,140,0,4,144,144
48,2019,6,Texas,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
48,2019,6,Texas,2,17,Information and Referral,2852410,0,2852410,25498265,319038,0,0,0,0,319038
48,2019,6,Texas,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
48,2019,6,Texas,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
48,2019,6,Texas,8,20,Prevention and Intervention,0,11002361,11002361,17846642,25202,43315,1734,84,45133,70335
48,2019,6,Texas,7,21,Protective Services - Adults,36152349,0,36152349,49806243,0,29678,69926,0,99604,99604
48,2019,6,Texas,1,22,Protective Services - Children,527480,0,527480,928690807,399473,458653,42332,0,500985,900458
48,2019,6,Texas,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
48,2019,6,Texas,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
48,2019,6,Texas,6,25,Special Services - Disabled,431661,0,431661,95401,0,53,14,0,67,67
48,2019,6,Texas,1,26,Special Services - Youth at Risk,3700,1108289,1111989,0,540,0,0,0,0,540
48,2019,6,Texas,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
48,2019,6,Texas,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
48,2019,6,Texas,8,29,Other Services,3711913,3570170,7282083,816517,1718,31471,18320,0,49791,51509
48,2019,6,Texas,0,31,Administrative Costs,10375653,0,10375653,0,0,0,0,0,0,0
48,2019,6,Texas,0,32,All Categories,135400675,31268006,166668681,2607845333,964016,696537,149924,86132,932593,1896609
,2019,2,U.S. Virgin Islands,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,2,2,Case Management,354182,0,354182,0,529,0,0,0,0,529
,2019,2,U.S. Virgin Islands,7,3,Congregate Meals,793582,0,793582,0,0,0,0,5511,5511,5511
,2019,2,U.S. Virgin Islands,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,3,6,Day Care - Children,112520,0,112520,0,754,0,0,0,0,754
,2019,2,U.S. Virgin Islands,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,8,13,Home-Based Services,706640,0,706640,0,0,0,0,2136,2136,2136
,2019,2,U.S. Virgin Islands,7,14,Home-Delivered Meals,410977,0,410977,0,0,0,0,2854,2854,2854
,2019,2,U.S. Virgin Islands,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,2,17,Information and Referral,43425,0,43425,0,0,0,0,358,358,358
,2019,2,U.S. Virgin Islands,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,8,20,Prevention and Intervention,845522,0,845522,0,326,0,0,0,0,326
,2019,2,U.S. Virgin Islands,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,1,22,Protective Services - Children,633285,0,633285,0,250,0,0,0,0,250
,2019,2,U.S. Virgin Islands,8,23,Recreation Services,197915,0,197915,0,0,0,0,81,81,81
,2019,2,U.S. Virgin Islands,4,24,Residential Treatment,70375,0,70375,0,0,67,30,0,97,97
,2019,2,U.S. Virgin Islands,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,8,28,Transportation,19950,0,19950,0,0,0,190,0,190,190
,2019,2,U.S. Virgin Islands,8,29,Other Services,142590,0,142590,0,0,0,0,300,300,300
,2019,2,U.S. Virgin Islands,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
,2019,2,U.S. Virgin Islands,0,32,All Categories,4330963,0,4330963,0,1859,67,220,11240,11527,13386
49,2019,8,Utah,1,1,Adoption Services,200000,285000,485000,763003,1819,148,14,0,162,1981
49,2019,8,Utah,2,2,Case Management,4706880,5536800,10243680,31237022,7177,8693,402,47,9142,16319
49,2019,8,Utah,7,3,Congregate Meals,33681,0,33681,13403,0,0,3468,0,3468,3468
49,2019,8,Utah,2,4,Counseling Services,22427,0,22427,1925115,698,392,18,559,969,1667
49,2019,8,Utah,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
49,2019,8,Utah,3,6,Day Care - Children,15000,0,15000,63212488,18864,0,0,0,0,18864
49,2019,8,Utah,5,7,Education and Training Services,54870,0,54870,93521,988,317,5,0,322,1310
49,2019,8,Utah,5,8,Employment Services,22871,0,22871,54785,395,424,47,0,471,866
49,2019,8,Utah,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
49,2019,8,Utah,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
49,2019,8,Utah,1,11,Foster Care Services - Children,2511600,0,2511600,3732746,4570,0,0,0,0,4570
49,2019,8,Utah,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
49,2019,8,Utah,8,13,Home-Based Services,1445479,0,1445479,5494398,5142,4756,781,80,5617,10759
49,2019,8,Utah,7,14,Home-Delivered Meals,130263,0,130263,1354969,0,18,2640,0,2658,2658
49,2019,8,Utah,8,15,Housing Services,12460,0,12460,255982,197,258,156,0,414,611
49,2019,8,Utah,5,16,Independent/Transitional Living Services,138107,175000,313107,3392458,1836,1938,41,374,2353,4189
49,2019,8,Utah,2,17,Information and Referral,11597,0,11597,36401,10,2537,1620,477,4634,4644
49,2019,8,Utah,8,18,Legal Services,57584,0,57584,11750,124,261,6,5,272,396
49,2019,8,Utah,4,19,Pregnancy and Parenting,4450,0,4450,1000,0,25,0,0,25,25
49,2019,8,Utah,8,20,Prevention and Intervention,1570900,152600,1723500,2508058,30201,750,20,9832,10602,40803
49,2019,8,Utah,7,21,Protective Services - Adults,30409,0,30409,98195,0,276,1309,0,1585,1585
49,2019,8,Utah,1,22,Protective Services - Children,2519100,817800,3336900,8949588,31996,0,0,0,0,31996
49,2019,8,Utah,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
49,2019,8,Utah,4,24,Residential Treatment,61377,0,61377,650030,1354,573,0,0,573,1927
49,2019,8,Utah,6,25,Special Services - Disabled,1146100,0,1146100,305227747,830,4728,466,0,5194,6024
49,2019,8,Utah,1,26,Special Services - Youth at Risk,70451,0,70451,12036,1289,0,0,0,0,1289
49,2019,8,Utah,4,27,Substance Abuse Services,62838,0,62838,1218492,206,1066,207,0,1273,1479
49,2019,8,Utah,8,28,Transportation,726819,0,726819,1642189,1697,169,26188,0,26357,28054
49,2019,8,Utah,8,29,Other Services,1016900,0,1016900,3856765,0,0,0,0,0,0
49,2019,8,Utah,0,31,Administrative Costs,800206,0,800206,0,0,0,0,0,0,0
49,2019,8,Utah,0,32,All Categories,17372369,6967200,24339569,435742141,109393,27329,37388,11374,76091,185484
50,2019,1,Vermont,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,2,4,Counseling Services,451291,0,451291,380418,650,0,0,0,0,650
50,2019,1,Vermont,7,5,Day Care - Adults,148973,0,148973,0,0,0,0,4,4,4
50,2019,1,Vermont,3,6,Day Care - Children,0,4719692,4719692,20308,8283,0,0,0,0,8283
50,2019,1,Vermont,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,4,9,Family Planning Services,308828,0,308828,3892,238,6339,69,0,6408,6646
50,2019,1,Vermont,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,1,11,Foster Care Services - Children,584339,0,584339,492571,1525,0,0,0,0,1525
50,2019,1,Vermont,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,8,13,Home-Based Services,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,5,16,Independent/Transitional Living Services,308627,0,308627,0,0,0,0,4800,4800,4800
50,2019,1,Vermont,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,8,18,Legal Services,338000,0,338000,998998,209,2540,565,130,3235,3444
50,2019,1,Vermont,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,7,21,Protective Services - Adults,487072,0,487072,0,0,0,100,0,100,100
50,2019,1,Vermont,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,4,24,Residential Treatment,409004,0,409004,0,151,237,45,0,282,433
50,2019,1,Vermont,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
50,2019,1,Vermont,0,32,All Categories,3036134,4719692,7755826,1896187,11056,9116,779,4934,14829,25885
51,2019,3,Virginia,1,1,Adoption Services,5308833,0,5308833,1395463,1258,0,0,0,0,1258
51,2019,3,Virginia,2,2,Case Management,8826400,0,8826400,21967403,0,0,0,42622,42622,42622
51,2019,3,Virginia,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,7,5,Day Care - Adults,100000,0,100000,63292,0,0,0,42,42,42
51,2019,3,Virginia,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,7,10,Foster Care Services - Adults,950000,0,950000,752135,0,0,0,76,76,76
51,2019,3,Virginia,1,11,Foster Care Services - Children,5900000,9419998,15319998,22821726,4958,0,0,0,0,4958
51,2019,3,Virginia,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,8,13,Home-Based Services,4540501,0,4540501,1070208,0,0,0,4141,4141,4141
51,2019,3,Virginia,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,8,20,Prevention and Intervention,1900000,0,1900000,667633,761,0,0,3582,3582,4343
51,2019,3,Virginia,7,21,Protective Services - Adults,1103405,0,1103405,619066,0,0,0,4416,4416,4416
51,2019,3,Virginia,1,22,Protective Services - Children,12344208,6356285,18700493,16164852,58234,0,0,0,0,58234
51,2019,3,Virginia,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
51,2019,3,Virginia,0,31,Administrative Costs,261040,0,261040,0,0,0,0,0,0,0
51,2019,3,Virginia,0,32,All Categories,41234387,15776283,57010670,65521778,65211,0,0,54879,54879,120090
53,2019,10,Washington,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
53,2019,10,Washington,2,2,Case Management,4750598,0,4750598,29248218,6280,0,0,0,0,6280
53,2019,10,Washington,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
53,2019,10,Washington,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
53,2019,10,Washington,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
53,2019,10,Washington,3,6,Day Care - Children,152042,0,152042,4353139,6816,0,0,0,0,6816
53,2019,10,Washington,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
